OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
9868,7794,ID4525211462119850715,GOAT,1985,7,15,48900.8404820561,63637200.367262,Wildfire
9869,5751,ID4525411523019980811,ROCK RABBIT,1998,8,11,58256.6592227288,46963756.7950098,Wildfire
9870,377633,ID4542411459020120730,MUSTANG COMPLEX,2012,7,30,606634.181571792,3106554824.80639,Wildfire
9871,1242,ID4542511501619860811,MULE CRK POINT,1986,8,11,17272.8810994052,10202689.4562478,Wildfire
9872,3396,ID4542611611220020818,KELLY CREEK,2002,8,18,25217.6362509778,27897819.7048392,Wildfire
9873,2434,ID4543111570119920830,TOMATO POINT,1992,8,30,29644.4036023575,19996091.8676731,Wildfire
9874,2446,ID4543211466819970821,COLT,1997,8,21,25132.2650469322,20097156.2643889,Wildfire
9875,1955,ID4543311419719990929,INDIAN SPRINGS,1999,9,29,19422.9437918237,16063641.8385754,Prescribed Fire
9876,1977,ID4471111451720060916,SHELDON PEAK,2006,9,16,27981.5039430182,15840170.1759999,Wildfire
9877,17934,ID4471911466219960827,BRIDGE,1996,8,27,105509.934732697,143752492.322385,Wildfire
9878,3030,ID4472411478119960702,FALCONBERRY,1996,7,2,35941.1524403205,24292650.6180742,Wildfire
9879,1367,ID4386411671519850628,PAY-GEM,1985,6,28,22987.6796971828,10647431.4591443,Wildfire
9880,12332,ID4387011200820030812,MENAN,2003,8,12,103041.484108307,96047244.6823386,Wildfire
9881,1604,ID4387211631019870726,ANDERSON,1987,7,26,20736.1791502958,12490420.6423428,Wildfire
9882,1337,ID4387511643120090826,SAND HALLOW,2009,8,26,17897.9696007002,10413946.4461041,Wildfire
9883,2829,ID4525511512919990812,FLOYD'S COMPLEX (LITTLE RAMEY),1999,8,12,28828.8332987171,23098242.3921032,Wildfire
9884,1576,ID4525911469620030805,NORTH STODDARD,2003,8,5,17850.1450439955,12868719.7438093,Wildfire
9885,45077,ID4527011497119880711,SLIVER CREEK,1988,7,11,157594.864124888,368248182.178172,Wildfire
9886,3361,ID4527211392820000714,FENSTER CREEK,2000,7,14,27381.6931258888,27463108.3767745,Wildfire
9887,3032,ID4431911550119920803,CUB CREEK,1992,8,3,29216.6299662982,23973675.9559481,Wildfire
9888,4005,ID4432011473920000811,FS ASST 28,2000,8,11,27209.5705392622,31672607.9085702,Wildfire
9889,38701,ID4432211252120030805,DEEP,2003,8,5,105428.558209917,306045083.723162,Wildfire
9890,2202,ID4472511544520060730,BURNT,2006,7,30,23420.8691764948,17653349.4580701,Wildfire
9891,6528,ID4472611422219990427,TABLE MOUNTAIN,1999,4,27,36973.6203663193,52342637.842018,Prescribed Fire
9892,9795,ID4387511682119960811,APPLEVALLE,1996,8,11,62480.2687554343,76308172.7967809,Wildfire
9893,27550,ID4388711518020130817,LITTLE QUEENS,2013,8,17,167106.592329424,214602080.901272,Wildfire
9894,4929,ID4390111576519890726,KING GULCH,1989,7,26,40904.3757441603,38427283.0641829,Wildfire
9895,3974,ID4527211660020140906,FREEZEOUT RIDGE,2014,9,6,36170.7857341145,32470323.6085245,Wildfire
9896,4259,ID4527311665619960814,SALT COMPLEX (DAM),1996,8,14,50465.8600372133,34781700.5776642,Wildfire
9897,4912,ID4527411615819920820,WARM SPRINGS,1992,8,20,39694.0852608968,40140299.4542567,Wildfire
9898,20856,ID4528611446020070713,CONFLUENCE COMPLEX (CLEAR SAGE),2007,7,13,117031.627819192,170492700.173293,Wildfire
9899,3115,ID4432811668819980806,CRANE CREEK CANYON,1998,8,6,31369.4674509452,24635208.7250713,Wildfire
9900,1358,ID4433111238719880715,INDIAN CR,1988,7,15,18286.0028991571,10739185.0506368,Wildfire
9901,3743,ID4433111475519850630,EAST BASIN,1985,6,30,25789.2503949714,29606615.9621425,Wildfire
9902,2488,ID4472811552619890727,HORN CREEK,1989,7,27,34580.1681219347,19949504.4752464,Wildfire
9903,3235,ID4472811582819890726,NEEDLES SOUTH,1989,7,26,46249.9839818999,25940729.1290294,Wildfire
9904,317156,ID4475011554820070717,CASCADE COMPLEX (MONUMENTAL),2007,7,17,942956.141909483,2540829338.12135,Wildfire
9905,53790,ID4475111519220000811,SALMON CHALLIS WILDERNESS COMPLEX (LITTLE PISTOL),2000,8,11,134559.923950567,431634194.607948,Wildfire
9906,10080,ID4475711573919890726,DOLLAR CREEK,1989,7,26,64122.3245947491,80900310.9405572,Wildfire
9907,2264,ID4476211692219890726,DOLLAR CREEK,1989,7,26,29547.3248820324,18175915.5914395,Wildfire
9908,13356,ID4477111367220030712,TOBIAS,2003,7,12,94716.2341573111,107252307.27039,Wildfire
9909,1573,ID4390811297320110831,BLACKCANYON,2011,8,31,34112.2113859092,12269969.8281132,Wildfire
9910,150456,ID4392811541119940728,IDAHO CITY COMPLEX (RABBIT CREEK),1994,7,28,348550.129798642,1174159015.638,Wildfire
9911,2422,ID4393211430520100911,SLIDE/HUNTER RX,2010,9,11,51956.2504806239,18902944.8344634,Prescribed Fire
9912,4222,ID4393711640120070718,GEM COUNTY,2007,7,18,48970.4297631942,32973717.5812947,Wildfire
9913,2104,ID4394811626819870715,PETERSON,1987,7,15,22870.1085536724,16432303.8259671,Wildfire
9914,11023,ID4394811637020150625,MM43 HWY 52,2015,6,25,64734.8294059338,86176453.9175831,Wildfire
9915,189596,ID4395011576220160718,PIONEER,2016,7,18,682812.760004674,1489085202.27669,Wildfire
9916,1535,ID4405811193119850505,TAYLOR WEL,1985,5,5,16078.4402966272,12029338.1595053,Wildfire
9917,1656,ID4529111472419910813,KITCHEN,1991,8,13,22329.8744340789,13540095.1817611,Wildfire
9918,9094,ID4529311653519940828,GRANITE,1994,8,28,78406.2756037395,74377654.8593368,Wildfire
9919,19477,ID4529711473720070730,CONFLUENCE COMPLEX (PAPOOSE WFU),2007,7,30,134186.027188901,159285344.266976,Wildland Fire Use
9920,10985,ID4529711522619860811,HAND MEADOWS,1986,8,11,69075.7566478321,89834433.4670218,Wildfire
9921,1881,ID4529811449219920819,LAKE,1992,8,19,19582.2520383495,15380895.5935427,Wildfire
9922,2749,ID4530311468520000731,KITCHEN,2000,7,31,27621.1140775994,22483987.3094858,Wildfire
9923,2804,ID4531011483120000811,BLACK LAKE,2000,8,11,41838.6774188277,22941480.0333056,Wildfire
9924,8975,ID4531711652220060819,HEAVENS GATE COMPLEX (GREEN ACRES),2006,8,19,84609.3647632038,73512432.4094739,Wildfire
9925,6844,ID4532111459919850707,FOUNTAIN,1985,7,7,32435.7888441556,56015691.4415562,Wildfire
9926,1295,ID4433511638019920622,SHEEP CK,1992,6,22,15600.9535801816,10245748.2809331,Wildfire
9927,1355,ID4433611657720060725,EAST ANT,2006,7,25,15646.2511414663,10723899.8569303,Wildfire
9928,8652,ID4434011529519920731,COUNTY LINE,1992,7,31,68366.1604756964,68460277.1171008,Wildfire
9929,2090,ID4434311470620000811,RANKIN CREEK,2000,8,11,18310.4371239531,16543317.1880694,Wildfire
9930,24611,ID4434811705020070706,WARM SPRINGS,2007,7,6,118852.97288967,194794451.302512,Wildfire
9931,3518,ID4435111695020050719,MONROE,2005,7,19,31633.9499680403,27849568.9732425,Wildfire
9932,7488,ID4435511547420070717,MIDDLE FORK COMPLEX (SHEEP TRAIL),2007,7,17,75505.991242414,59321392.6411432,Wildfire
9933,8301,ID4436511670619890720,STAR BUTTE,1989,7,20,55146.9266903763,65740563.4331025,Wildfire
9934,1374,ID4478111429520070714,VAN HORN,2007,7,14,24038.7951661726,11035898.9010463,Wildfire
9935,26054,ID4479711558919940808,THUNDERBOLT,1994,8,8,154122.249717204,209320140.888039,Wildfire
9936,5943,ID4480611491620030820,MIDDLE FORK COMPLEX (PROSPECT),2003,8,20,57211.2787682047,47782217.1007773,Wildfire
9937,50106,ID4482211481920070717,SHOWER BATH COMPLEX (RED BLUFF),2007,7,17,299649.22940787,402794341.005335,Wildfire
9938,10776,ID4482211591820150814,RAPID,2015,8,14,119131.600318505,86773481.310892,Wildfire
9939,9940,ID4482611469819880705,MCCARTE RIDGE,1988,7,5,61121.8804501724,79972335.7052628,Wildfire
9940,1258,ID4482611490820050810,MARBLE,2005,8,10,25998.4565716013,10126817.0604469,Wildfire
9941,3097,ID4483111393719910825,MCKIM,1991,8,25,50942.077345721,24904114.141431,Wildfire
9942,2275,ID4396511666920010714,SAND HOLLOW,2001,7,14,26734.5231928339,17775261.5468235,Wildfire
9943,40847,ID4399611662019860810,BISSELL CK,1986,8,10,116778.247634714,319487780.286271,Wildfire
9944,7249,ID4400311236120000817,CAMAS,2000,8,17,93561.7136969706,56713211.3148022,Wildfire
9945,6285,ID4401411614519920717,COTTONWOOD,1992,7,17,53634.7290827527,49189485.5418642,Wildfire
9946,1867,ID4401711185519940412,CINDER PIT,1994,4,12,20733.8510524395,14610576.9734613,Wildfire
9947,6887,ID4403611624020140810,TIMBER BUTTE,2014,8,10,41754.7685360512,53959332.2385736,Wildfire
9948,39901,ID4403611644319860810,VAN DUSEN,1986,8,10,138884.078466164,312513770.605721,Wildfire
9949,2146,ID4403711516619890728,MCPHEARSON,1989,7,28,24239.5725824629,16810971.3752609,Wildfire
9950,1856,ID4532411459320030720,CRAMER,2003,7,20,23073.5717362708,15193097.5555885,Wildfire
9951,3084,ID4532811450219850707,EBENEZER,1985,7,7,25831.4188320595,25247506.4949242,Wildfire
9952,3418,ID4532911529419900808,CHAMBERLAIN,1990,8,8,43630.2595616052,27986828.6509985,Wildfire
9953,3576,ID4535411497420050801,FRANK CHURCH WFU (ROOT CREEK),2005,8,1,46271.8268749885,29302653.5425182,Wildland Fire Use
9954,13720,ID4535511474220000731,SALMON CHALLIS WILDERNESS COMPLEX (BUTTS),2000,7,31,62940.6116566619,112429908.963516,Wildfire
9955,10974,ID4535711661519860811,LITTLE GRANITE,1986,8,11,55345.2098179897,89938890.217963,Wildfire
9956,5692,ID4536811434319980816,NORTH FORK COMPLEX (SHEEPEATER),1998,8,16,29755.3972763643,46662210.3643016,Wildfire
9957,17413,ID4437211481420060726,POTATO,2006,7,26,78365.7761667137,137974570.278479,Wildfire
9958,1254,ID4437511551520160703,BUCK,2016,7,3,23668.6915896866,9934405.33979815,Wildfire
9959,1515,ID4438311721819920823,SPRINGSITE,1992,8,23,15561.4993729348,12007783.0795449,Wildfire
9960,2492,ID4440711518520100820,BANNER,2010,8,20,24914.732511371,19760316.1093038,Wildfire
9961,1443,ID4483811636920030809,HALL,2003,8,9,32990.6415614823,11617844.4229303,Wildfire
9962,27931,ID4484111569820060807,SOUTHFORK COMPLEX (COUGAR),2006,8,7,189926.833483626,224828548.765055,Wildfire
9963,7931,ID4484511481719990825,NORTON CREEK,1999,8,25,64425.2070566495,63849769.2049651,Wildfire
9964,2486,ID4484911541919890726,RIORDAN CREEK,1989,7,26,30718.2159026075,20020264.244477,Wildfire
9965,3813,ID4403811612320070903,CHIEF PARRISH,2007,9,3,31748.1990263707,29864516.453913,Wildfire
9966,2792,ID4404211678119860713,UNNAMED,1986,7,13,34240.4853312458,21873436.3926358,Wildfire
9967,18163,ID4404611531120070717,TRAPPER RIDGE WFU,2007,7,17,102384.68982455,142307657.100038,Wildland Fire Use
9968,6340,ID4536811556319870912,COVE,1987,9,12,43124.7709643699,51982657.6521189,Wildfire
9969,28559,ID4537211447019850720,BUTTE,1985,7,20,149608.010789356,234278103.346778,Wildfire
9970,49357,ID4537411488820070616,KRASSEL COMPLEX (TAG WFU),2007,6,16,277173.423015363,404703254.014631,Wildland Fire Use
9971,67284,ID4537511565420000714,BURGDORF JUNCTION,2000,7,14,226902.67409242,551876298.97376,Wildfire
9972,4699,ID4537911512519990802,LODGEPOLE,1999,8,2,33553.2928489485,38535408.1998773,Wildfire
9973,3082,ID4538311527919890728,GAME CREEK,1989,7,28,33468.9935554556,25277325.0993991,Wildfire
9974,8733,ID4538311615519890726,PARTRIDGE,1989,7,26,59739.2828310916,71636691.3947729,Wildfire
9975,2666,ID4538411422720050806,CADAGAN COMPLEX (HALE GULCH),2005,8,6,26535.4935369927,21870981.8699287,Wildfire
9976,1762,ID4442011682219910821,SAGE CK,1991,8,21,30516.1117148735,13984635.2602227,Wildfire
9977,2156,ID4443611640220150629,SHIRTS,2015,6,29,18678.6534944816,17130930.6455403,Wildfire
9978,1814,ID4444011719219920626,ROCK CR 2,1992,6,26,25728.4112413397,14403027.5881436,Wildfire
9979,1174,ID4485511676020060908,CUDDY,2006,9,8,20211.8997006382,9457053.59937553,Wildfire
9980,1133,ID4486211480720060807,CUB,2006,8,7,21723.6633556328,9128464.30183492,Wildfire
9981,1438,ID4488211563919920819,CAMP CREEK,1992,8,19,17144.4654755523,11592468.0371498,Wildfire
9982,1484,ID4404811227920000801,CAMAS CREEK,2000,8,1,22399.9820649057,11631339.0416142,Wildfire
9983,1019,ID4405111670220070713,ROCK,2007,7,13,13733.6827403387,7983659.39689253,Wildfire
9984,5753,ID4405511610319890727,FLEMING CREEK,1989,7,27,43238.1547098717,45088557.2986849,Wildfire
9985,3513,ID4417111509520060718,TRAILHEAD,2006,7,18,41673.9457792131,27636549.3324963,Wildfire
9986,8385,ID4417411176219940511,UNNAMED,1994,5,11,79716.5179411745,66007916.3464239,Wildfire
9987,1090,ID4417411539220090712,EIGHTMILE CREEK,2009,7,12,14384.1780547985,8579969.96299593,Wildfire
9988,190157,ID4444511516620120727,HALSTEAD,2012,7,27,563693.199042632,1508983375.41385,Wildfire
9989,2241,ID4444611680020120720,ROADSIDE,2012,7,20,30898.100426193,17810552.598335,Wildfire
9990,6282,ID4444911338919880907,LITTLE LOST,1988,9,7,34320.5449966517,49891272.1604568,Wildfire
9991,10724,ID4445011456920150824,ELEVENMILE,2015,8,24,89549.951058235,85225025.8344209,Wildfire
9992,3088,ID4488411478619870914,TAPPAN CREEK,1987,9,14,41352.7537657567,24896704.3816213,Wildfire
9993,9213,ID4488711528620000811,YELLOWPINE COMPLEX  (INDIAN and PROSPECT),2000,8,11,84651.5204948841,74275783.5511804,Wildfire
9994,2234,ID4489011641020160503,UNNAMED,2016,5,3,49341.3313876426,18007383.8751283,Prescribed Fire
9995,15527,ID4492211500820070718,KRASSEL COMPLEX (COTTONWOOD WFU),2007,7,18,126314.8054827,125228177.725605,Wildland Fire Use
9996,1224,ID4492511461819980807,JACKASS,1998,8,7,19367.2103805886,9879546.56008948,Wildfire
9997,2861,ID4406211197119910921,BIG GRASSY,1991,9,21,36211.4667615818,22425653.4933459,Wildfire
9998,5286,ID4406311672819860806,STONE QRY,1986,8,6,34354.5926196239,41441233.6112981,Wildfire
9999,2615,ID4407411634320020708,WEB,2002,7,8,24637.832174532,20509324.0702908,Wildfire
10000,2107,ID4417411563020141020,UNNAMED,2014,10,20,34523.4473689621,16581568.2905474,Prescribed Fire
10001,7044,ID4417411582920070717,MIDDLE FORK COMPLEX (LIGHTNING),2007,7,17,49924.4153047953,55424658.3833851,Wildfire
10002,1982,ID4417511655819960703,PADDOCK,1996,7,3,19200.3397238262,15594748.7739637,Wildfire
10003,1758,ID4445511547820040717,PORTER WFU,2004,7,17,48286.9354663832,13968579.9821652,Wildland Fire Use
10004,8001,ID4445511550420100728,LITTLE BEAVER COMPLEX,2010,7,28,67369.1805689826,63560833.399785,Wildfire
10005,4024,ID4446211511519980823,LAID LOW,1998,8,23,32081.3359037097,31971296.9958776,Wildfire
10006,3173,ID4492911582220060727,SOUTHFORK COMPLEX (RAINBOW),2006,7,27,28615.1582258104,25617077.259573,Wildfire
10007,1187,ID4493911465319980821,SODA,1998,8,21,21517.3606376651,9584203.79616814,Wildfire
10008,1040,ID4494111572320060807,SOUTHFORK COMPLEX (KRASSEL),2006,8,7,15448.0809440309,8400980.32054088,Wildfire
10009,1695,ID4494611564320060808,SOUTHFORK COMPLEX (PHOEBE 2),2006,8,8,19577.845545568,13696574.35147,Wildfire
10010,10087,ID4407711663319860807,INDIAN CK,1986,8,7,47648.1672276488,79112282.9010218,Wildfire
10011,1040,ID4407811178820070704,SAND DUNES,2007,7,4,15076.6943133648,8158432.72506443,Wildfire
10012,1661,ID4408511659919920820,BANISTER,1992,8,20,21943.8684493886,13030933.1557488,Wildfire
10013,40801,ID4408611472820050903,VALLEY ROAD,2005,9,3,172650.205054276,320096969.675562,Wildfire
10014,4483,ID4418011595519860811,SKIDROAD,1986,8,11,45631.9033013737,35282523.5820283,Wildfire
10015,10408,ID4418211678920070831,SANDY,2007,8,31,48680.796003692,81915969.2322686,Wildfire
10016,1107,ID4420111169120070920,DRY LAKE,2007,9,20,13634.4043324716,8714748.80629941,Unknown
10017,4783,ID4420911535720110804,CASTRO,2011,8,4,72294.96547809,37689579.6706033,Wildfire
10018,1303,ID4447011506020030720,CRYSTAL CREEK,2003,7,20,15987.9439853887,10356333.8020276,Wildfire
10019,9349,ID4448111686619890726,DEER CREEK,1989,7,26,58609.1980433572,74329226.7053882,Wildfire
10020,57051,ID4448411541019870804,DEADWOOD,1987,8,4,195375.055342042,453644217.810644,Wildfire
10021,8972,ID4450111717720130829,HELLS CANYON,2013,8,29,59768.7345464525,71430201.6380772,Wildfire
10022,1085,ID4451611713620030728,ANDY,2003,7,28,17257.5024566118,8633198.88258212,Wildfire
10023,26628,ID4451811531020060807,BOUNDARY COMPLEX,2006,8,7,236584.6563217,211971390.605991,Wildfire
10024,22407,ID4452811445820130720,LODGEPOLE,2013,7,20,116310.470512875,178638148.061931,Wildfire
10025,1300,ID4453011200120080915,TIMBER WFU,2008,9,15,35880.3857123364,10346030.0821001,Wildfire
10026,4349,ID4495511537120060806,SOUTHFORK COMPLEX (BISHOP CREEK),2006,8,6,48192.0981402539,35137456.2612305,Wildfire
10027,3982,ID4495911581420000810,YELLOWPINE COMPLEX  (NICK),2000,8,10,55027.4633494831,32190194.6041329,Wildfire
10028,2449,ID4496511553320040506,UNNAMED,2004,5,6,36248.163152023,19793559.8162537,Prescribed Fire
10029,2886,ID4497411470719880623,UNNAMED,1988,6,23,27654.4550703791,23336307.8286584,Wildfire
10030,12563,ID4497911525820130719,THUNDER CITY,2013,7,19,91272.9245949487,101642124.000582,Wildfire
10031,9912,ID4408611596520140715,WHISKEY COMPLEX,2014,7,15,56070.6110504898,77594071.1216671,Wildfire
10032,56773,ID4408911638320060810,CHERRY,2006,8,10,162328.599675934,445456303.446617,Wildfire
10033,6461,ID4409011605220120805,SPRINGS,2012,8,5,48082.990241679,50717405.0055421,Wildfire
10034,47682,ID4409211552419890726,SMOKEY CREEK,1989,7,26,149373.794533313,374147131.476501,Wildfire
10035,5442,ID4422111521020030811,CANYON CREEK,2003,8,11,31278.2206604996,42891601.3986946,Wildfire
10036,3741,ID4422111655619860807,PADDOCK,1986,8,7,26681.3748640373,29486602.8240648,Wildfire
10037,1293,ID4422411672720050808,TOE JAM,2005,8,8,17665.8858891652,10188315.2329388,Wildfire
10038,7838,ID4453011484119940810,PIONEER COMPLEX (PIONEER CREEK),1994,8,10,73062.5866144699,62420401.7236786,Wildfire
10039,1042,ID4454811369020050829,PATTERSON,2005,8,29,16486.4002795666,8299734.69671297,Wildfire
10040,4184,ID4454911157720080714,WILLOW WFU,2008,7,14,61852.0944709954,33322877.5660824,Wildfire
10041,1475,ID4455511461320030824,MIDDLE FORK COMPLEX (RUSH),2003,8,24,29000.1774347219,11757021.6750256,Wildfire
10042,1368,ID4455611570819890726,YELLOWJACKET III,1989,7,26,17410.7890172206,10901900.7722119,Wildfire
10043,24056,ID4456311709020050728,SNAKE ONE,2005,7,28,128630.440527309,191804256.948094,Wildfire
10044,22315,ID4498311423620110825,SALT,2011,8,25,159401.432306411,180506606.035061,Wildfire
10045,1365,ID4499711497420080710,RUSH CREEK,2008,7,10,36220.5085648863,11042606.1252705,Wildfire
10046,6560,ID4500411535620050801,FRANK CHURCH WFU (MISSOURI RIDGE),2005,8,1,42635.5021972776,53101390.532232,Wildland Fire Use
10047,2804,ID4500811547920060807,SOUTHFORK COMPLEX (VAN METER),2006,8,7,35494.5000417061,22693575.5845238,Wildfire
10048,17797,ID4501811678819920819,WINDY RIDGE,1992,8,19,91094.6631682321,144139748.823444,Wildfire
10049,25792,ID4502211507320070713,KRASSEL COMPLEX (GOAT WFU),2007,7,13,190094.504759951,208990255.43123,Wildland Fire Use
10050,4963,ID4409711540519880726,WILLIS GULCH,1988,7,26,41994.3921250486,38946892.015988,Wildfire
10051,1812,ID4410511169620060906,DUNE,2006,9,6,23421.9189421747,14228527.2613906,Wildfire
10052,2284,ID4423511668720010910,COVE ROAD,2001,9,10,27184.3579841815,18007976.1063445,Wildfire
10053,5035,ID4423611540120130716,RIDGE,2013,7,16,53004.2705488423,39682719.7928628,Wildfire
10054,1535,ID4424011592020160501,UNNAMED,2016,5,1,29991.4004737512,12118728.3516374,Prescribed Fire
10055,10810,ID4424111645420060821,FRENCHIE,2006,8,21,54720.8886349492,85252284.7274985,Wildfire
10056,2114,ID4426011169920040602,UNNAMED,2004,6,2,34235.5546485944,16685521.667855,Unknown
10057,2145,ID4457811525020110812,VELVET,2011,8,12,32889.0643985681,17112779.6327385,Wildfire
10058,33860,ID4458911483020060809,MIDDLE FORK COMPLEX,2006,8,9,137256.543357901,270206454.754488,Wildfire
10059,1995,ID4459611329819990802,TEXAS,1999,8,2,17339.3066113724,15927588.11261,Wildfire
10060,2594,ID4460111521619990720,SOLDIER (SOLDIER),1999,7,20,30420.2162195504,20710607.2301849,Wildfire
10061,20723,ID4460411708620130829,RAFT,2013,8,29,85123.3928195414,165667665.55383,Wildfire
10062,5017,ID4460711711119990709,SHEEP CREEK,1999,7,9,45521.032802313,40088645.53408,Wildfire
10063,2096,ID4503311559920060807,SOUTHFORK COMPLEX (SHEEP CREEK WFU),2006,8,7,45663.8691861622,16979976.2751894,Wildland Fire Use
10064,9305,ID4504011384320030811,WITHINGTON,2003,8,11,57709.3787644433,75418472.2547285,Wildfire
10065,5924,ID4504211409719850629,LAKE MOUNTAIN,1985,6,29,48280.0192997078,48013715.1218926,Wildfire
10066,1242,ID4504311492420060807,LEWIS WFU,2006,8,7,24686.3131500667,10065959.0908606,Wildfire
10067,4872,ID4410511680319850707,SANDHOLLOW,1985,7,7,33596.4418386221,38247774.560615,Wildfire
10068,6488,ID4411311231219860722,CEDAR BT 2,1986,7,22,51197.6206058167,50906594.2396629,Wildfire
10069,1544,ID4412111179319880823,RED ROAD S,1988,8,23,16006.2892717736,12127807.0466817,Wildfire
10070,6814,ID4412211634420020708,JACK KNIFE,2002,7,8,41047.5070234648,53523100.3043233,Wildfire
10071,7035,ID4412411513319990818,QUEASY,1999,8,18,81722.3204885274,55216943.426966,Wildfire
